 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=0.5) m0=190, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00238051 | 0.00874881 | 0.0371516 | 1.65291 | 0.0131 | 0.0571 | 0.003889 | 0.002275 | 0.00395 | 0.0402 |
 |(scale=0.5) m0=190, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00203926 | 0.00763902 | 0.0330996 | 1.33134 | 0.011 | 0.0494 | 0.00328 | 0.001913 | 0.00321 | 0.0336 |
 |(scale=0.5) m0=190, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00174785 | 0.00666698 | 0.0294402 | 1.0697 | 0.00921 | 0.0427 | 0.002774 | 0.001608 | 0.00262 | 0.0282 |
 |(scale=0.5) m0=190, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00150204 | 0.00584965 | 0.0263179 | 0.870227 | 0.00773 | 0.037 | 0.002351 | 0.00136 | 0.00214 | 0.0236 |
 |(scale=0.5) m0=190, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00129033 | 0.00511411 | 0.023527 | 0.720921 | 0.00649 | 0.0321 | 0.001997 | 0.001149 | 0.00174 | 0.0199 |
 |(scale=0.5) m0=190, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.0011097 | 0.00449805 | 0.0210823 | 0.60569 | 0.00546 | 0.0278 | 0.001692 | 0.000973 | 0.00143 | 0.0167 |
 |(scale=0.5) m0=200, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 3.821 | 5.5148 | 93.2292 | 0.16351 | 32.2 | 30.8 | 9.586 | 8.96 | 107 | 178 |
 |(scale=0.5) m0=200, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 2.7478 | 4.2699 | 58.869 | 0.16558 | 23.8 | 23.9 | 7.378 | 6.33 | 64.8 | 122 |
 |(scale=0.5) m0=200, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.0025 | 3.31 | 31.9991 | 0.16881 | 17.6 | 18.7 | 5.623 | 4.511 | 40.5 | 85.2 |
 |(scale=0.5) m0=200, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.4795 | 2.5816 | 19.694 | 0.17257 | 13.2 | 14.7 | 4.272 | 3.255 | 26 | 60.4 |
 |(scale=0.5) m0=200, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.1034 | 2.0248 | 12.8713 | 0.17723 | 9.97 | 11.7 | 3.233 | 2.359 | 17.1 | 43.4 |
 |(scale=0.5) m0=200, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.8321 | 1.5979 | 8.84229 | 0.18309 | 7.59 | 9.36 | 2.453 | 1.733 | 11.4 | 31.6 |
 |(scale=0.5) m0=200, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.63091 | 1.26947 | 6.30439 | 0.19021 | 5.84 | 7.55 | 1.867 | 1.278 | 7.76 | 23.2 |
 |(scale=0.5) m0=200, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.47909 | 1.01367 | 4.61904 | 0.199 | 4.55 | 6.16 | 1.422 | 0.953 | 5.3 | 17.3 |
 |(scale=0.5) m0=200, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.37085 | 0.81316 | 3.46142 | 0.20923 | 3.53 | 5.02 | 1.087 | 0.717 | 3.73 | 13 |
 |(scale=0.5) m0=200, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.29132 | 0.65645 | 2.65034 | 0.221406 | 2.74 | 4.1 | 0.8367 | 0.543 | 2.66 | 9.87 |
 |(scale=0.5) m0=200, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.23014 | 0.53236 | 2.05846 | 0.236468 | 2.14 | 3.36 | 0.6459 | 0.415 | 1.93 | 7.56 |
 |(scale=0.5) m0=200, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.1837 | 0.43471 | 1.62308 | 0.252466 | 1.68 | 2.77 | 0.5017 | 0.3194 | 1.42 | 5.85 |
 |(scale=0.5) m0=200, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.14777 | 0.355627 | 1.29475 | 0.272391 | 1.32 | 2.29 | 0.3914 | 0.2476 | 1.05 | 4.56 |
 |(scale=0.5) m0=200, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.119023 | 0.292398 | 1.04492 | 0.296265 | 1.04 | 1.9 | 0.3071 | 0.1929 | 0.782 | 3.56 |
 |(scale=0.5) m0=200, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.096307 | 0.241761 | 0.850691 | 0.322272 | 0.829 | 1.58 | 0.2426 | 0.1512 | 0.584 | 2.79 |
 |(scale=0.5) m0=200, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.078332 | 0.200538 | 0.697289 | 0.35111 | 0.661 | 1.32 | 0.1914 | 0.119 | 0.44 | 2.2 |
 |(scale=0.5) m0=200, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.063957 | 0.167027 | 0.576899 | 0.384028 | 0.529 | 1.11 | 0.1523 | 0.0943 | 0.334 | 1.75 |
 |(scale=0.5) m0=200, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.052504 | 0.139607 | 0.481051 | 0.419107 | 0.425 | 0.93 | 0.1219 | 0.0751 | 0.255 | 1.39 |
 |(scale=0.5) m0=200, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.043158 | 0.116949 | 0.402409 | 0.455285 | 0.343 | 0.784 | 0.0979 | 0.0601 | 0.195 | 1.11 |
 |(scale=0.5) m0=200, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.035653 | 0.098257 | 0.337863 | 0.49355 | 0.277 | 0.662 | 0.0789 | 0.0483 | 0.151 | 0.895 |
 |(scale=0.5) m0=200, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.029609 | 0.082924 | 0.286591 | 0.530823 | 0.225 | 0.561 | 0.06387 | 0.039 | 0.117 | 0.722 |
 |(scale=0.5) m0=200, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.024617 | 0.0702053 | 0.244472 | 0.566396 | 0.183 | 0.476 | 0.05183 | 0.03149 | 0.0911 | 0.584 |
 |(scale=0.5) m0=200, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0205475 | 0.0595965 | 0.209536 | 0.598054 | 0.149 | 0.405 | 0.04225 | 0.02561 | 0.0713 | 0.475 |
 |(scale=0.5) m0=200, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0171727 | 0.0506237 | 0.180125 | 0.623874 | 0.122 | 0.345 | 0.03459 | 0.02086 | 0.056 | 0.387 |
 |(scale=0.5) m0=200, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.014405 | 0.0432539 | 0.155395 | 0.643781 | 0.1 | 0.294 | 0.0283 | 0.01706 | 0.0442 | 0.316 |
 |(scale=0.5) m0=200, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0121081 | 0.0370204 | 0.134544 | 0.654834 | 0.0824 | 0.251 | 0.02335 | 0.01403 | 0.035 | 0.259 |
 |(scale=0.5) m0=200, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0102014 | 0.0316747 | 0.116801 | 0.657142 | 0.0679 | 0.215 | 0.01922 | 0.01155 | 0.0278 | 0.213 |
 |(scale=0.5) m0=200, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0086123 | 0.0272204 | 0.101728 | 0.65053 | 0.0561 | 0.185 | 0.01598 | 0.00954 | 0.0221 | 0.175 |
 |(scale=0.5) m0=200, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.007286 | 0.0234292 | 0.0889585 | 0.636105 | 0.0464 | 0.158 | 0.01321 | 0.00789 | 0.0177 | 0.144 |
 |(scale=0.5) m0=200, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0061709 | 0.0202192 | 0.0779878 | 0.614861 | 0.0384 | 0.136 | 0.01101 | 0.00655 | 0.0142 | 0.119 |
 |(scale=0.5) m0=200, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0052392 | 0.0174663 | 0.0685637 | 0.587708 | 0.0319 | 0.117 | 0.00919 | 0.00545 | 0.0114 | 0.099 |
 |(scale=0.5) m0=200, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.0044525 | 0.0151344 | 0.0603879 | 0.557732 | 0.0265 | 0.101 | 0.00768 | 0.00454 | 0.00916 | 0.0822 |
 |(scale=0.5) m0=200, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.0037921 | 0.0131209 | 0.0533125 | 0.524826 | 0.0221 | 0.0872 | 0.00644 | 0.00379 | 0.00739 | 0.0684 |
 |(scale=0.5) m0=200, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00324219 | 0.0113915 | 0.0471838 | 0.492189 | 0.0184 | 0.0752 | 0.005411 | 0.00318 | 0.00598 | 0.057 |
 |(scale=0.5) m0=200, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00276286 | 0.00992471 | 0.0418781 | 0.462528 | 0.0154 | 0.065 | 0.004557 | 0.002659 | 0.00484 | 0.0476 |
 |(scale=0.5) m0=200, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00236737 | 0.00863676 | 0.0371611 | 0.423994 | 0.0129 | 0.0562 | 0.003842 | 0.002236 | 0.00393 | 0.0398 |
 |(scale=0.5) m0=200, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00202811 | 0.00754618 | 0.0331163 | 0.386624 | 0.0108 | 0.0487 | 0.003244 | 0.001885 | 0.0032 | 0.0333 |
 |(scale=0.5) m0=200, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00173979 | 0.00658335 | 0.0295491 | 0.352326 | 0.00905 | 0.0421 | 0.00274 | 0.001592 | 0.00261 | 0.0279 |
 |(scale=0.5) m0=200, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00149287 | 0.00576742 | 0.0263274 | 0.32012 | 0.00759 | 0.0365 | 0.002327 | 0.001341 | 0.00213 | 0.0234 |
 |(scale=0.5) m0=200, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00128428 | 0.00505389 | 0.0235366 | 0.290993 | 0.00638 | 0.0316 | 0.001975 | 0.001135 | 0.00174 | 0.0197 |
 |(scale=0.5) m0=200, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00110467 | 0.00443923 | 0.0211111 | 0.263947 | 0.00537 | 0.0274 | 0.00168 | 0.00096 | 0.00142 | 0.0165 |
 |(scale=0.5) m0=20, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 3.908 | 9.948 | 93.7022 | 6.8347 | 74.6 | 52.9 | 25.715 | 19.12 | 71.9 | 203 |
 |(scale=0.5) m0=20, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.6322 | 6.7678 | 44.5941 | 8.1897 | 46.5 | 36.4 | 15.84 | 11.41 | 42.3 | 128 |
 |(scale=0.5) m0=20, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.8189 | 4.7184 | 26.0127 | 4.37141 | 29.8 | 25.7 | 9.934 | 7.04 | 25.6 | 82.9 |
 |(scale=0.5) m0=20, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.2826 | 3.3585 | 16.5669 | 2.8967 | 19.6 | 18.5 | 6.355 | 4.461 | 16 | 54.9 |
 |(scale=0.5) m0=20, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.9229 | 2.4303 | 11.2551 | 2.09821 | 13.2 | 13.5 | 4.145 | 2.898 | 10.2 | 37.2 |
 |(scale=0.5) m0=20, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.6742 | 1.7833 | 7.99085 | 1.60192 | 9.04 | 10.1 | 2.751 | 1.927 | 6.62 | 25.6 |
 |(scale=0.5) m0=20, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.4996 | 1.32864 | 5.86829 | 1.26548 | 6.29 | 7.58 | 1.856 | 1.309 | 4.38 | 17.9 |
 |(scale=0.5) m0=20, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.37466 | 1.00155 | 4.4223 | 1.02766 | 4.44 | 5.77 | 1.2735 | 0.898 | 2.94 | 12.7 |
 |(scale=0.5) m0=20, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.28345 | 0.76217 | 3.40894 | 0.85237 | 3.18 | 4.44 | 0.8858 | 0.628 | 2.01 | 9.11 |
 |(scale=0.5) m0=20, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.21717 | 0.58523 | 2.66195 | 0.71954 | 2.3 | 3.45 | 0.6245 | 0.4448 | 1.39 | 6.61 |
 |(scale=0.5) m0=20, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.16751 | 0.45445 | 2.12043 | 0.6178 | 1.68 | 2.7 | 0.4457 | 0.3191 | 0.969 | 4.84 |
 |(scale=0.5) m0=20, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.1304 | 0.355093 | 1.70935 | 0.53722 | 1.24 | 2.12 | 0.3212 | 0.2316 | 0.684 | 3.58 |
 |(scale=0.5) m0=20, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.10204 | 0.279882 | 1.39214 | 0.47456 | 0.919 | 1.68 | 0.2341 | 0.1702 | 0.487 | 2.66 |
 |(scale=0.5) m0=20, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.080394 | 0.221862 | 1.14578 | 0.42401 | 0.688 | 1.34 | 0.1718 | 0.1256 | 0.35 | 2 |
 |(scale=0.5) m0=20, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.063561 | 0.176982 | 0.951272 | 0.38464 | 0.518 | 1.07 | 0.1277 | 0.0938 | 0.254 | 1.51 |
 |(scale=0.5) m0=20, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.050796 | 0.142075 | 0.795269 | 0.35242 | 0.393 | 0.861 | 0.0955 | 0.0704 | 0.185 | 1.15 |
 |(scale=0.5) m0=20, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.040627 | 0.114592 | 0.668883 | 0.32816 | 0.299 | 0.695 | 0.07192 | 0.0533 | 0.136 | 0.877 |
 |(scale=0.5) m0=20, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.032689 | 0.092946 | 0.567424 | 0.3094 | 0.229 | 0.563 | 0.05452 | 0.0406 | 0.1 | 0.674 |
 |(scale=0.5) m0=20, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.026383 | 0.0756146 | 0.482139 | 0.29635 | 0.177 | 0.457 | 0.04162 | 0.03112 | 0.0747 | 0.52 |
 |(scale=0.5) m0=20, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0213369 | 0.0619275 | 0.41341 | 0.287521 | 0.136 | 0.373 | 0.03194 | 0.02393 | 0.0558 | 0.403 |
 |(scale=0.5) m0=20, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0173396 | 0.0507728 | 0.35598 | 0.284038 | 0.106 | 0.304 | 0.0246 | 0.01856 | 0.0419 | 0.314 |
 |(scale=0.5) m0=20, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0141439 | 0.0418347 | 0.307852 | 0.285829 | 0.0823 | 0.249 | 0.01914 | 0.0144 | 0.0316 | 0.245 |
 |(scale=0.5) m0=20, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0115701 | 0.0346476 | 0.267175 | 0.293261 | 0.0643 | 0.205 | 0.01492 | 0.01128 | 0.0239 | 0.192 |
 |(scale=0.5) m0=20, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0094798 | 0.0287719 | 0.233268 | 0.308279 | 0.0504 | 0.168 | 0.01161 | 0.00885 | 0.0182 | 0.151 |
 |(scale=0.5) m0=20, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.007796 | 0.0239484 | 0.203532 | 0.332499 | 0.0396 | 0.139 | 0.00916 | 0.00698 | 0.0139 | 0.119 |
 |(scale=0.5) m0=20, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0064345 | 0.0199942 | 0.178579 | 0.368817 | 0.0312 | 0.114 | 0.00723 | 0.00552 | 0.0106 | 0.0944 |
 |(scale=0.5) m0=20, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0053064 | 0.0167311 | 0.157078 | 0.42409 | 0.0246 | 0.0945 | 0.005724 | 0.00438 | 0.00813 | 0.0748 |
 |(scale=0.5) m0=20, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043918 | 0.01405 | 0.138575 | 0.511105 | 0.0195 | 0.0782 | 0.004542 | 0.003483 | 0.00626 | 0.0595 |
 |(scale=0.5) m0=20, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.00364069 | 0.011818 | 0.122547 | 0.655839 | 0.0154 | 0.0647 | 0.003623 | 0.002778 | 0.00483 | 0.0474 |
 |(scale=0.5) m0=20, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.00302773 | 0.00996859 | 0.108551 | 0.926113 | 0.0123 | 0.0537 | 0.002889 | 0.002224 | 0.00374 | 0.0378 |
 |(scale=0.5) m0=20, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00251598 | 0.00844014 | 0.0964776 | 1.64508 | 0.00976 | 0.0445 | 0.002316 | 0.001781 | 0.0029 | 0.0302 |
 |(scale=0.5) m0=20, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00209971 | 0.00713994 | 0.0859028 | 0.912483 | 0.00778 | 0.037 | 0.001859 | 0.001433 | 0.00225 | 0.0242 |
 |(scale=0.5) m0=20, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00175225 | 0.00605795 | 0.0767071 | 1.85832 | 0.0062 | 0.0307 | 0.001495 | 0.001156 | 0.00175 | 0.0194 |
 |(scale=0.5) m0=20, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00146622 | 0.00515301 | 0.0685839 | 8.25581 | 0.00496 | 0.0256 | 0.001211 | 0.000934 | 0.00137 | 0.0156 |
 |(scale=0.5) m0=20, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00122732 | 0.00439694 | 0.061518 | 9.57178 | 0.00397 | 0.0213 | 0.000979 | 0.000756 | 0.00107 | 0.0125 |
 |(scale=0.5) m0=20, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00102927 | 0.00375294 | 0.0551927 | 1.79642 | 0.00318 | 0.0177 | 0.000793 | 0.000613 | 0.000833 | 0.0101 |
 |(scale=0.5) m0=20, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00086289 | 0.00320434 | 0.0495892 | 0.799097 | 0.00255 | 0.0147 | 0.000644 | 0.000497 | 0.000652 | 0.00814 |
 |(scale=0.5) m0=20, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00072531 | 0.00274063 | 0.0445432 | 1.22848 | 0.00205 | 0.0123 | 0.0005243 | 0.000404 | 0.000511 | 0.00657 |
 |(scale=0.5) m0=20, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.000609246 | 0.00235446 | 0.0401379 | 0.684309 | 0.00164 | 0.0102 | 0.0004268 | 0.0003297 | 0.000401 | 0.0053 |
 |(scale=0.5) m0=20, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00051279 | 0.00202147 | 0.0363495 | 0.450642 | 0.00132 | 0.00851 | 0.0003483 | 0.000269 | 0.000315 | 0.00428 |
 |(scale=0.5) m0=210, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 3.6807 | 5.0793 | 92.6111 | 0.1308 | 29 | 28.6 | 8.865 | 8.13 | 106 | 169 |
 |(scale=0.5) m0=210, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 2.6561 | 3.9541 | 58.6472 | 0.13166 | 21.6 | 22.3 | 6.856 | 5.8 | 64.2 | 117 |
 |(scale=0.5) m0=210, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 1.9441 | 3.0906 | 32.0631 | 0.1331 | 16.1 | 17.6 | 5.258 | 4.166 | 40.2 | 81.8 |
 |(scale=0.5) m0=210, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.4402 | 2.4247 | 19.713 | 0.13477 | 12.2 | 13.9 | 4.01 | 3.022 | 25.9 | 58.2 |
 |(scale=0.5) m0=210, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.0803 | 1.9119 | 12.9043 | 0.13695 | 9.22 | 11.1 | 3.054 | 2.211 | 17 | 41.9 |
 |(scale=0.5) m0=210, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.8172 | 1.51526 | 8.86927 | 0.13961 | 7.05 | 8.89 | 2.327 | 1.624 | 11.4 | 30.6 |
 |(scale=0.5) m0=210, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.62268 | 1.20879 | 6.33123 | 0.14274 | 5.43 | 7.19 | 1.772 | 1.207 | 7.76 | 22.6 |
 |(scale=0.5) m0=210, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.47829 | 0.96659 | 4.64072 | 0.14637 | 4.22 | 5.85 | 1.358 | 0.904 | 5.35 | 16.8 |
 |(scale=0.5) m0=210, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.36726 | 0.77939 | 3.48541 | 0.150746 | 3.32 | 4.8 | 1.042 | 0.682 | 3.72 | 12.6 |
 |(scale=0.5) m0=210, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.28795 | 0.62942 | 2.65843 | 0.155602 | 2.6 | 3.94 | 0.8036 | 0.519 | 2.65 | 9.61 |
 |(scale=0.5) m0=210, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.22702 | 0.51283 | 2.06612 | 0.161251 | 2.03 | 3.24 | 0.6234 | 0.397 | 1.91 | 7.38 |
 |(scale=0.5) m0=210, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.18113 | 0.41914 | 1.6279 | 0.167385 | 1.6 | 2.68 | 0.4846 | 0.3067 | 1.4 | 5.7 |
 |(scale=0.5) m0=210, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.14584 | 0.3433 | 1.29952 | 0.174911 | 1.26 | 2.22 | 0.3795 | 0.2376 | 1.05 | 4.46 |
 |(scale=0.5) m0=210, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.117431 | 0.283459 | 1.04787 | 0.182647 | 1 | 1.84 | 0.2984 | 0.1853 | 0.776 | 3.48 |
 |(scale=0.5) m0=210, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.095247 | 0.234548 | 0.852562 | 0.190393 | 0.798 | 1.54 | 0.2351 | 0.1461 | 0.58 | 2.74 |
 |(scale=0.5) m0=210, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.077388 | 0.194949 | 0.700233 | 0.199328 | 0.637 | 1.29 | 0.187 | 0.1152 | 0.437 | 2.16 |
 |(scale=0.5) m0=210, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.06332 | 0.1625 | 0.579822 | 0.209121 | 0.511 | 1.08 | 0.1489 | 0.0914 | 0.331 | 1.71 |
 |(scale=0.5) m0=210, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.051912 | 0.135841 | 0.481336 | 0.218043 | 0.411 | 0.907 | 0.1186 | 0.0729 | 0.253 | 1.37 |
 |(scale=0.5) m0=210, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.042778 | 0.11403 | 0.403561 | 0.227952 | 0.332 | 0.765 | 0.0957 | 0.0584 | 0.194 | 1.09 |
 |(scale=0.5) m0=210, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.035329 | 0.095962 | 0.338905 | 0.237028 | 0.269 | 0.647 | 0.07717 | 0.0469 | 0.15 | 0.88 |
 |(scale=0.5) m0=210, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.029329 | 0.081253 | 0.287974 | 0.246174 | 0.218 | 0.548 | 0.06253 | 0.0379 | 0.116 | 0.71 |
 |(scale=0.5) m0=210, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.024391 | 0.0687507 | 0.244648 | 0.253437 | 0.178 | 0.465 | 0.05082 | 0.03079 | 0.0906 | 0.575 |
 |(scale=0.5) m0=210, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0203807 | 0.0584373 | 0.210003 | 0.260771 | 0.145 | 0.396 | 0.04147 | 0.02506 | 0.0709 | 0.467 |
 |(scale=0.5) m0=210, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0170481 | 0.0497178 | 0.180611 | 0.265297 | 0.119 | 0.338 | 0.03392 | 0.02044 | 0.0557 | 0.381 |
 |(scale=0.5) m0=210, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.014283 | 0.0424122 | 0.155786 | 0.268787 | 0.0977 | 0.288 | 0.02785 | 0.01676 | 0.0439 | 0.311 |
 |(scale=0.5) m0=210, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0120244 | 0.0362779 | 0.134827 | 0.270576 | 0.0804 | 0.247 | 0.02291 | 0.01375 | 0.0348 | 0.255 |
 |(scale=0.5) m0=210, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0101193 | 0.0311073 | 0.117089 | 0.271321 | 0.0663 | 0.211 | 0.01898 | 0.01132 | 0.0276 | 0.21 |
 |(scale=0.5) m0=210, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0085606 | 0.0267581 | 0.101823 | 0.269245 | 0.0548 | 0.181 | 0.01565 | 0.00936 | 0.022 | 0.173 |
 |(scale=0.5) m0=210, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0072268 | 0.0230579 | 0.0890557 | 0.265335 | 0.0453 | 0.156 | 0.01298 | 0.00774 | 0.0176 | 0.143 |
 |(scale=0.5) m0=210, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0061351 | 0.01989 | 0.0781775 | 0.260487 | 0.0376 | 0.134 | 0.01085 | 0.00643 | 0.0141 | 0.118 |
 |(scale=0.5) m0=210, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0052124 | 0.0171982 | 0.0686599 | 0.253719 | 0.0312 | 0.115 | 0.00905 | 0.00535 | 0.0113 | 0.0979 |
 |(scale=0.5) m0=210, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.0044279 | 0.0148986 | 0.0605818 | 0.246099 | 0.026 | 0.0994 | 0.00757 | 0.00447 | 0.00912 | 0.0813 |
 |(scale=0.5) m0=210, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.0037677 | 0.0129163 | 0.0535306 | 0.239647 | 0.0216 | 0.0857 | 0.006349 | 0.00373 | 0.00736 | 0.0676 |
 |(scale=0.5) m0=210, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00321894 | 0.011238 | 0.0473031 | 0.229232 | 0.0181 | 0.0741 | 0.005342 | 0.003123 | 0.00595 | 0.0564 |
