 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=10, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00209567 | 0.00683491 | 0.0350754 | 0.0310995 | 0.0103 | 0.0505 | 0.003236 | 0.000822 | 0.00278 | 0.0327 |
 |(scale=1.0) m0=10, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00179285 | 0.00594817 | 0.0311755 | 0.0283548 | 0.00862 | 0.0436 | 0.002721 | 0.000685 | 0.00226 | 0.0273 |
 |(scale=1.0) m0=10, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00153476 | 0.00518525 | 0.0276786 | 0.0258756 | 0.0072 | 0.0376 | 0.002294 | 0.000572 | 0.00183 | 0.0228 |
 |(scale=1.0) m0=10, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00131423 | 0.00451155 | 0.0247313 | 0.0236247 | 0.00602 | 0.0325 | 0.001932 | 0.000479 | 0.00149 | 0.0191 |
 |(scale=1.0) m0=10, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.0011282 | 0.0039456 | 0.0220687 | 0.021631 | 0.00504 | 0.028 | 0.001636 | 0.000401 | 0.00122 | 0.016 |
 |(scale=1.0) m0=110, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 5.1738 | 9.49 | 159.968 | 0.60537 | 60.9 | 51.6 | 22.184 | 6.83 | 97.1 | 236 |
 |(scale=1.0) m0=110, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 3.545 | 6.7771 | 166.897 | 0.54507 | 41.3 | 37.6 | 15.936 | 4.54 | 58.9 | 156 |
 |(scale=1.0) m0=110, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 2.5103 | 4.9574 | 125.924 | 0.49027 | 28.8 | 28.1 | 11.43 | 3.11 | 37.3 | 106 |
 |(scale=1.0) m0=110, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 1.8058 | 3.6579 | 50.315 | 0.44052 | 20.3 | 21.2 | 8.161 | 2.138 | 24.1 | 73.8 |
 |(scale=1.0) m0=110, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 1.32411 | 2.73273 | 26.884 | 0.39521 | 14.5 | 16.2 | 5.832 | 1.501 | 15.9 | 52.1 |
 |(scale=1.0) m0=110, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.98127 | 2.06832 | 16.2603 | 0.354278 | 10.1 | 12.5 | 4.19 | 1.066 | 10.7 | 37.3 |
 |(scale=1.0) m0=110, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.74057 | 1.581 | 10.5617 | 0.317469 | 7.43 | 9.77 | 3.026 | 0.767 | 7.37 | 27.1 |
 |(scale=1.0) m0=110, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.56684 | 1.22128 | 7.21394 | 0.28449 | 5.52 | 7.71 | 2.2001 | 0.558 | 5.17 | 20 |
 |(scale=1.0) m0=110, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.43738 | 0.95623 | 5.12302 | 0.255524 | 4.17 | 6.16 | 1.6209 | 0.413 | 3.67 | 15 |
 |(scale=1.0) m0=110, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.33955 | 0.752635 | 3.7349 | 0.229428 | 3.15 | 4.93 | 1.2058 | 0.308 | 2.6 | 11.2 |
 |(scale=1.0) m0=110, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.265668 | 0.595805 | 2.78922 | 0.206054 | 2.41 | 3.97 | 0.8962 | 0.2309 | 1.87 | 8.44 |
 |(scale=1.0) m0=110, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.209018 | 0.475701 | 2.12398 | 0.185274 | 1.85 | 3.22 | 0.6741 | 0.1746 | 1.35 | 6.43 |
 |(scale=1.0) m0=110, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.165944 | 0.382521 | 1.65202 | 0.166731 | 1.43 | 2.62 | 0.511 | 0.1334 | 0.992 | 4.94 |
 |(scale=1.0) m0=110, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.132647 | 0.308631 | 1.30319 | 0.150226 | 1.12 | 2.15 | 0.3904 | 0.1025 | 0.733 | 3.82 |
 |(scale=1.0) m0=110, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.106637 | 0.251031 | 1.03842 | 0.135591 | 0.874 | 1.77 | 0.301 | 0.0793 | 0.546 | 2.97 |
 |(scale=1.0) m0=110, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.086214 | 0.205335 | 0.839587 | 0.122509 | 0.689 | 1.47 | 0.2335 | 0.0618 | 0.41 | 2.33 |
 |(scale=1.0) m0=110, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.070038 | 0.168669 | 0.685125 | 0.110805 | 0.546 | 1.22 | 0.1817 | 0.0483 | 0.31 | 1.83 |
 |(scale=1.0) m0=110, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.057064 | 0.139302 | 0.564344 | 0.100305 | 0.434 | 1.02 | 0.1425 | 0.038 | 0.236 | 1.45 |
 |(scale=1.0) m0=110, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.046485 | 0.114642 | 0.469147 | 0.0908469 | 0.343 | 0.842 | 0.11166 | 0.0298 | 0.178 | 1.14 |
 |(scale=1.0) m0=110, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0383251 | 0.0954075 | 0.391727 | 0.0824271 | 0.275 | 0.707 | 0.08845 | 0.02361 | 0.137 | 0.913 |
 |(scale=1.0) m0=110, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0316324 | 0.0797256 | 0.32949 | 0.0748848 | 0.221 | 0.595 | 0.07051 | 0.01883 | 0.106 | 0.733 |
 |(scale=1.0) m0=110, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0261834 | 0.0668797 | 0.278564 | 0.0680683 | 0.179 | 0.502 | 0.05649 | 0.01512 | 0.0821 | 0.59 |
 |(scale=1.0) m0=110, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.0217344 | 0.0562561 | 0.237007 | 0.0620164 | 0.145 | 0.424 | 0.04545 | 0.01216 | 0.0641 | 0.477 |
 |(scale=1.0) m0=110, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0181422 | 0.0474877 | 0.202244 | 0.0566613 | 0.118 | 0.359 | 0.03674 | 0.00981 | 0.0502 | 0.386 |
 |(scale=1.0) m0=110, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0151404 | 0.040187 | 0.173249 | 0.0516354 | 0.096 | 0.305 | 0.02985 | 0.00795 | 0.0394 | 0.314 |
 |(scale=1.0) m0=110, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0126953 | 0.0341419 | 0.149218 | 0.0471328 | 0.0784 | 0.26 | 0.02435 | 0.00646 | 0.0311 | 0.256 |
 |(scale=1.0) m0=110, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.0106512 | 0.0291206 | 0.128979 | 0.0431903 | 0.0643 | 0.221 | 0.01992 | 0.00527 | 0.0246 | 0.21 |
 |(scale=1.0) m0=110, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00896674 | 0.0248186 | 0.111883 | 0.0395165 | 0.0528 | 0.189 | 0.01634 | 0.00431 | 0.0195 | 0.172 |
 |(scale=1.0) m0=110, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00756451 | 0.021238 | 0.0973717 | 0.0362621 | 0.0434 | 0.162 | 0.01342 | 0.00352 | 0.0156 | 0.141 |
 |(scale=1.0) m0=110, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00638082 | 0.0182141 | 0.0850196 | 0.0332639 | 0.0358 | 0.138 | 0.011034 | 0.0029 | 0.0124 | 0.117 |
 |(scale=1.0) m0=110, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.0053967 | 0.0156549 | 0.0742983 | 0.0305626 | 0.0296 | 0.119 | 0.009181 | 0.002393 | 0.00995 | 0.0962 |
 |(scale=1.0) m0=110, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00458896 | 0.0134775 | 0.065182 | 0.028097 | 0.0245 | 0.102 | 0.007624 | 0.001971 | 0.00798 | 0.0796 |
 |(scale=1.0) m0=110, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00389904 | 0.0116379 | 0.0573337 | 0.0258562 | 0.0203 | 0.0875 | 0.006349 | 0.001632 | 0.00642 | 0.066 |
 |(scale=1.0) m0=110, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00331118 | 0.0100759 | 0.0506524 | 0.02381 | 0.0169 | 0.0753 | 0.005301 | 0.001353 | 0.00518 | 0.0548 |
 |(scale=1.0) m0=110, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00282617 | 0.00870945 | 0.0446904 | 0.0219483 | 0.014 | 0.0649 | 0.004438 | 0.001124 | 0.00418 | 0.0456 |
 |(scale=1.0) m0=110, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00241157 | 0.00757784 | 0.0395427 | 0.0202559 | 0.0117 | 0.0559 | 0.003716 | 0.000935 | 0.00338 | 0.038 |
 |(scale=1.0) m0=110, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00205999 | 0.00657987 | 0.0350521 | 0.0186978 | 0.00976 | 0.0483 | 0.003125 | 0.000779 | 0.00274 | 0.0317 |
 |(scale=1.0) m0=110, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00176329 | 0.00572121 | 0.0311859 | 0.0172801 | 0.00815 | 0.0417 | 0.002633 | 0.000651 | 0.00223 | 0.0265 |
 |(scale=1.0) m0=110, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00151131 | 0.00499509 | 0.0277954 | 0.0159716 | 0.00681 | 0.036 | 0.002217 | 0.000545 | 0.00181 | 0.0221 |
 |(scale=1.0) m0=110, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00129489 | 0.00435687 | 0.0247323 | 0.0147843 | 0.0057 | 0.0311 | 0.001876 | 0.000455 | 0.00148 | 0.0185 |
 |(scale=1.0) m0=110, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.00111192 | 0.00380949 | 0.0220819 | 0.0136821 | 0.00478 | 0.0269 | 0.001591 | 0.000382 | 0.0012 | 0.0155 |
 |(scale=1.0) m0=120, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 5.0505 | 8.9059 | 153.748 | 0.45408 | 56.1 | 48.6 | 20.867 | 6.35 | 96.2 | 227 |
 |(scale=1.0) m0=120, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 3.4614 | 6.4126 | 157.652 | 0.41468 | 38.6 | 35.8 | 15.124 | 4.25 | 58.3 | 151 |
 |(scale=1.0) m0=120, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 2.4524 | 4.7218 | 120.001 | 0.37798 | 27.2 | 26.9 | 10.922 | 2.93 | 36.9 | 103 |
 |(scale=1.0) m0=120, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 1.7696 | 3.49485 | 49.1504 | 0.34363 | 19.3 | 20.4 | 7.805 | 2.034 | 23.8 | 71.8 |
 |(scale=1.0) m0=120, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 1.29747 | 2.62787 | 26.4545 | 0.311634 | 13.9 | 15.6 | 5.598 | 1.431 | 15.7 | 50.7 |
 |(scale=1.0) m0=120, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.96543 | 1.99437 | 16.0825 | 0.282312 | 9.69 | 12.1 | 4.037 | 1.021 | 10.6 | 36.4 |
 |(scale=1.0) m0=120, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.72839 | 1.52921 | 10.4729 | 0.25561 | 7.14 | 9.49 | 2.924 | 0.737 | 7.29 | 26.5 |
 |(scale=1.0) m0=120, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.55703 | 1.18573 | 7.1715 | 0.231299 | 5.32 | 7.5 | 2.1285 | 0.538 | 5.1 | 19.6 |
 |(scale=1.0) m0=120, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.43209 | 0.930291 | 5.09658 | 0.20942 | 4.03 | 6.01 | 1.5797 | 0.401 | 3.65 | 14.7 |
 |(scale=1.0) m0=120, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.3351 | 0.733402 | 3.72592 | 0.189392 | 3.06 | 4.81 | 1.1749 | 0.298 | 2.59 | 11 |
 |(scale=1.0) m0=120, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.262853 | 0.58241 | 2.77993 | 0.171537 | 2.34 | 3.88 | 0.8755 | 0.2245 | 1.86 | 8.31 |
 |(scale=1.0) m0=120, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.206858 | 0.464121 | 2.11733 | 0.155474 | 1.8 | 3.15 | 0.6596 | 0.1701 | 1.35 | 6.34 |
 |(scale=1.0) m0=120, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.164347 | 0.374185 | 1.64826 | 0.140731 | 1.4 | 2.57 | 0.5016 | 0.13 | 0.986 | 4.87 |
 |(scale=1.0) m0=120, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.13147 | 0.302517 | 1.30099 | 0.127658 | 1.09 | 2.11 | 0.3831 | 0.1001 | 0.729 | 3.77 |
 |(scale=1.0) m0=120, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.105789 | 0.246598 | 1.03745 | 0.115751 | 0.854 | 1.74 | 0.2958 | 0.0776 | 0.543 | 2.94 |
 |(scale=1.0) m0=120, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.085474 | 0.201863 | 0.839035 | 0.10518 | 0.674 | 1.44 | 0.2293 | 0.0604 | 0.408 | 2.3 |
 |(scale=1.0) m0=120, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.069433 | 0.166059 | 0.684637 | 0.0956468 | 0.534 | 1.2 | 0.1786 | 0.0474 | 0.308 | 1.81 |
 |(scale=1.0) m0=120, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0567928 | 0.137207 | 0.563971 | 0.0870653 | 0.426 | 1 | 0.14039 | 0.0373 | 0.234 | 1.44 |
 |(scale=1.0) m0=120, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0462522 | 0.11298 | 0.468973 | 0.0790623 | 0.337 | 0.83 | 0.10958 | 0.0292 | 0.177 | 1.13 |
 |(scale=1.0) m0=120, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0380815 | 0.0941539 | 0.391526 | 0.0721275 | 0.27 | 0.697 | 0.08728 | 0.0232 | 0.136 | 0.904 |
 |(scale=1.0) m0=120, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.031415 | 0.0787882 | 0.329337 | 0.065769 | 0.218 | 0.587 | 0.06966 | 0.01857 | 0.105 | 0.726 |
 |(scale=1.0) m0=120, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.025976 | 0.0660493 | 0.278439 | 0.0601254 | 0.176 | 0.495 | 0.05585 | 0.01487 | 0.0818 | 0.584 |
 |(scale=1.0) m0=120, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.0216294 | 0.0556239 | 0.236982 | 0.05495 | 0.143 | 0.419 | 0.04492 | 0.01197 | 0.0638 | 0.472 |
 |(scale=1.0) m0=120, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0180287 | 0.0469705 | 0.20216 | 0.0503028 | 0.116 | 0.355 | 0.03632 | 0.00967 | 0.05 | 0.383 |
 |(scale=1.0) m0=120, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0150681 | 0.0397928 | 0.173468 | 0.0460383 | 0.0945 | 0.302 | 0.02953 | 0.00784 | 0.0393 | 0.312 |
 |(scale=1.0) m0=120, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0126233 | 0.0337908 | 0.149261 | 0.0422141 | 0.0773 | 0.257 | 0.02403 | 0.00638 | 0.031 | 0.254 |
 |(scale=1.0) m0=120, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.0105997 | 0.0288123 | 0.128936 | 0.0387595 | 0.0634 | 0.219 | 0.0197 | 0.0052 | 0.0245 | 0.208 |
 |(scale=1.0) m0=120, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00892558 | 0.0245816 | 0.111841 | 0.0356025 | 0.0521 | 0.187 | 0.01613 | 0.00425 | 0.0195 | 0.171 |
 |(scale=1.0) m0=120, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00753056 | 0.0210433 | 0.0973401 | 0.0327339 | 0.0429 | 0.16 | 0.01331 | 0.00348 | 0.0155 | 0.14 |
 |(scale=1.0) m0=120, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00636618 | 0.0180507 | 0.0849938 | 0.0301111 | 0.0354 | 0.137 | 0.011026 | 0.00287 | 0.0124 | 0.116 |
 |(scale=1.0) m0=120, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00539307 | 0.0155226 | 0.0742757 | 0.0277343 | 0.0292 | 0.117 | 0.009105 | 0.002359 | 0.00992 | 0.0956 |
 |(scale=1.0) m0=120, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00457557 | 0.0133643 | 0.0652606 | 0.0255692 | 0.0242 | 0.101 | 0.007569 | 0.001949 | 0.00796 | 0.0791 |
 |(scale=1.0) m0=120, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00387965 | 0.011556 | 0.0573177 | 0.0235587 | 0.0201 | 0.0867 | 0.006304 | 0.001614 | 0.00641 | 0.0656 |
 |(scale=1.0) m0=120, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00330202 | 0.00998419 | 0.0506347 | 0.0217647 | 0.0167 | 0.0746 | 0.005257 | 0.001338 | 0.00516 | 0.0545 |
 |(scale=1.0) m0=120, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00281996 | 0.00865814 | 0.0446889 | 0.0201121 | 0.0139 | 0.0643 | 0.004405 | 0.001112 | 0.00417 | 0.0453 |
 |(scale=1.0) m0=120, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00240238 | 0.00750683 | 0.0395342 | 0.0185839 | 0.0116 | 0.0554 | 0.003694 | 0.000926 | 0.00338 | 0.0377 |
 |(scale=1.0) m0=120, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00205386 | 0.00652207 | 0.0351429 | 0.017188 | 0.00965 | 0.0478 | 0.003103 | 0.000772 | 0.00274 | 0.0315 |
 |(scale=1.0) m0=120, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00175718 | 0.0056845 | 0.031191 | 0.0159074 | 0.00806 | 0.0413 | 0.002611 | 0.000644 | 0.00222 | 0.0263 |
 |(scale=1.0) m0=120, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00150621 | 0.0049595 | 0.0277979 | 0.014743 | 0.00674 | 0.0357 | 0.002205 | 0.000539 | 0.00181 | 0.022 |
 |(scale=1.0) m0=120, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00129282 | 0.00433139 | 0.0247272 | 0.0136628 | 0.00565 | 0.0309 | 0.001865 | 0.000451 | 0.00147 | 0.0184 |
 |(scale=1.0) m0=120, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.00110886 | 0.00379213 | 0.0221775 | 0.0126807 | 0.00473 | 0.0267 | 0.00158 | 0.000379 | 0.0012 | 0.0155 |
 |(scale=1.0) m0=130, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 4.9978 | 8.3439 | 147.92 | 0.34586 | 50.5 | 44.9 | 19.548 | 5.87 | 96.8 | 219 |
 |(scale=1.0) m0=130, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 3.3943 | 6.0582 | 148.908 | 0.31939 | 35.8 | 33.9 | 14.313 | 3.98 | 57.9 | 146 |
 |(scale=1.0) m0=130, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 2.3983 | 4.478 | 114.276 | 0.29413 | 25.4 | 25.7 | 10.314 | 2.76 | 36.5 | 99.9 |
 |(scale=1.0) m0=130, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 1.7333 | 3.33981 | 47.9753 | 0.270029 | 18.2 | 19.5 | 7.439 | 1.92 | 23.6 | 69.7 |
 |(scale=1.0) m0=130, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 1.27161 | 2.51851 | 26.0346 | 0.247242 | 13.2 | 15 | 5.354 | 1.361 | 15.6 | 49.3 |
 |(scale=1.0) m0=130, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.94778 | 1.91932 | 15.884 | 0.226078 | 9.25 | 11.7 | 3.873 | 0.975 | 10.5 | 35.5 |
 |(scale=1.0) m0=130, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.71626 | 1.47812 | 10.3828 | 0.206367 | 6.84 | 9.2 | 2.821 | 0.707 | 7.21 | 25.9 |
 |(scale=1.0) m0=130, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.55035 | 1.15173 | 7.12777 | 0.188608 | 5.15 | 7.32 | 2.0772 | 0.521 | 5.08 | 19.2 |
 |(scale=1.0) m0=130, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.42588 | 0.902554 | 5.06099 | 0.172018 | 3.88 | 5.85 | 1.5284 | 0.386 | 3.62 | 14.4 |
 |(scale=1.0) m0=130, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.33147 | 0.713079 | 3.7072 | 0.156614 | 2.95 | 4.7 | 1.1439 | 0.289 | 2.57 | 10.8 |
 |(scale=1.0) m0=130, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.259797 | 0.566965 | 2.7702 | 0.142983 | 2.26 | 3.8 | 0.8537 | 0.2171 | 1.84 | 8.17 |
 |(scale=1.0) m0=130, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.204787 | 0.453411 | 2.1114 | 0.130182 | 1.75 | 3.09 | 0.6451 | 0.1653 | 1.34 | 6.23 |
 |(scale=1.0) m0=130, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.162926 | 0.366138 | 1.64435 | 0.118844 | 1.36 | 2.52 | 0.4902 | 0.1264 | 0.98 | 4.8 |
 |(scale=1.0) m0=130, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.130187 | 0.296492 | 1.29856 | 0.108309 | 1.06 | 2.07 | 0.3758 | 0.0975 | 0.725 | 3.71 |
 |(scale=1.0) m0=130, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.104829 | 0.241665 | 1.03555 | 0.0987058 | 0.833 | 1.71 | 0.2895 | 0.0756 | 0.54 | 2.9 |
 |(scale=1.0) m0=130, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.084734 | 0.198091 | 0.839325 | 0.0902072 | 0.658 | 1.42 | 0.2251 | 0.059 | 0.406 | 2.27 |
 |(scale=1.0) m0=130, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.068935 | 0.163027 | 0.684158 | 0.0825127 | 0.522 | 1.18 | 0.1764 | 0.0463 | 0.307 | 1.79 |
 |(scale=1.0) m0=130, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0564136 | 0.134811 | 0.563592 | 0.0754469 | 0.416 | 0.985 | 0.13827 | 0.0365 | 0.233 | 1.42 |
 |(scale=1.0) m0=130, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0459403 | 0.111108 | 0.468666 | 0.0687997 | 0.33 | 0.818 | 0.10848 | 0.0286 | 0.176 | 1.12 |
 |(scale=1.0) m0=130, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0378169 | 0.0927992 | 0.39231 | 0.0630193 | 0.265 | 0.687 | 0.08611 | 0.02278 | 0.136 | 0.894 |
 |(scale=1.0) m0=130, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0311735 | 0.0775487 | 0.329154 | 0.0577342 | 0.213 | 0.578 | 0.0687 | 0.01819 | 0.105 | 0.718 |
 |(scale=1.0) m0=130, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0258695 | 0.065218 | 0.278393 | 0.0528595 | 0.173 | 0.488 | 0.05511 | 0.01461 | 0.0815 | 0.579 |
 |(scale=1.0) m0=130, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.0214843 | 0.0548796 | 0.236877 | 0.0485221 | 0.14 | 0.413 | 0.04438 | 0.01177 | 0.0636 | 0.468 |
 |(scale=1.0) m0=130, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0179347 | 0.0463213 | 0.202068 | 0.0445767 | 0.114 | 0.35 | 0.03599 | 0.00951 | 0.0498 | 0.38 |
 |(scale=1.0) m0=130, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0149857 | 0.0392997 | 0.173396 | 0.0410126 | 0.093 | 0.298 | 0.0292 | 0.00772 | 0.0391 | 0.309 |
 |(scale=1.0) m0=130, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0125711 | 0.0334295 | 0.149209 | 0.0376766 | 0.0761 | 0.254 | 0.02381 | 0.00628 | 0.0309 | 0.252 |
 |(scale=1.0) m0=130, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.0105579 | 0.0284639 | 0.128886 | 0.03467 | 0.0624 | 0.216 | 0.01949 | 0.00512 | 0.0245 | 0.206 |
 |(scale=1.0) m0=130, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00888421 | 0.0243045 | 0.111907 | 0.0319298 | 0.0513 | 0.185 | 0.01602 | 0.00419 | 0.0194 | 0.169 |
 |(scale=1.0) m0=130, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00749351 | 0.0208274 | 0.0973033 | 0.0294357 | 0.0423 | 0.158 | 0.0132 | 0.00344 | 0.0155 | 0.139 |
 |(scale=1.0) m0=130, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00633254 | 0.0178668 | 0.0849636 | 0.0271685 | 0.0349 | 0.135 | 0.010898 | 0.00283 | 0.0124 | 0.115 |
 |(scale=1.0) m0=130, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00536044 | 0.015379 | 0.0743523 | 0.0250721 | 0.0288 | 0.116 | 0.009028 | 0.002333 | 0.00989 | 0.0949 |
 |(scale=1.0) m0=130, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00454316 | 0.0132421 | 0.0652409 | 0.0231563 | 0.0239 | 0.0998 | 0.007504 | 0.001927 | 0.00794 | 0.0785 |
 |(scale=1.0) m0=130, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00387028 | 0.0114441 | 0.0574104 | 0.0214241 | 0.0198 | 0.0858 | 0.00625 | 0.001595 | 0.00639 | 0.0651 |
 |(scale=1.0) m0=130, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00329466 | 0.00990248 | 0.0506325 | 0.0198114 | 0.0165 | 0.0739 | 0.005224 | 0.001323 | 0.00515 | 0.0541 |
